model,price,description,engine_hk,mil,color,fuel,automatic,model_year,scrape_date
"EX40",539900,"Twin M Performance Ultra Black Edt Drag 360Kam",441,2441,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",819800,"Ultra 7sätes (SELEKT)",516,2022,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX90",899900,"Plus 7-Sits HUD",407,847,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",479800,"Plus DRAG 360 (SELEKT)",441,901,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",469900,"R Plus Edt 360Kamera",251,709,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",899900,"Ultra 7-Sits Luftfj HUD Vpump BOSE",407,1456,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX40",459900,"Plus V-Pump Drag 360Kam",251,2735,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",524800,"Twin Motor Performance Ultra PIXELTECH DRAG",441,2656,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",449900,"Single Motor Extended R Plus Edt Drag 360Kam",251,2860,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",419800,"Core SE (SELEKT)",251,3309,"Crystal White","El",TRUE,2025,"2026-05-10"
"EC40",439900,"Core Pano 360Kamera",251,5986,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",439900,"R Plus Edt DRAG (SELEKT)",251,2583,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX30",529500,"M Perform Ultra",428,55,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",529800,"M Ultra Black Edt (SELEKT)",441,1758,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",849000,"Twin Motor Performance Ultra 7sätes * OUTLET *",516,1633,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EC40",439900,"R Plus Edt Drag H/K B-Kam",251,3689,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",864900,"Ultra 7sätes",516,1801,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",449800,"Single Motor Extended R Plus Edt (SELEKT)",251,2759,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",454900,"Single Motor Extended R Plus Edt",251,3052,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",454900,"R Plus Edt DRAG (SELEKT)",251,2803,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EC40",469800,"M R Ultra Black Edt (DRAG/360/H&K)",251,2660,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",389500,"� Plus, Parkeringskamera Bak, HarmanKardon PremiumSound, Baklucka Elmanövrerad,",428,4224,"Moss Yellow","El",TRUE,2025,"2026-05-10"
"EX90",829900,"Ultra 7sätes | Dragkrok helautomatisk |Aktiv Chassi Luftfjädring |",516,3431,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EC40",489900,"Ultra",251,885,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EC40",519000,"M Ultra Black Edt/Navi/Harman K/360 Kamera/Panorama",441,1729,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",539500,"M Perform Ultra Demobil/Drag/Harmankardon",428,175,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX90",899900,"Twin Motor Performance Ultra 7sätes",516,1582,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",539000,"M Plus Black Edt",441,2486,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",539900,"M Perform Ultra (SELEKT) 0% RÄNTA",428,154,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",444800,"SM R Plus Edt DRAG 360 (SELEKT)",251,3367,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",514000,"Twin Motor Performance Ultra",441,2287,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",529000,"Twin M Performance Ultra Black Edt",441,3777,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",454900,"R Plus Edt DRAG",251,2745,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",509800,"M Ultra Black Edt ELSTOLAR/H&K/AWD",441,2554,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",514500,"M Plus Black Edt �Parkeringskamera 360, Dragkrok Halvautomatisk, Harman Kardon,",441,3450,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",509900,"Plus Edt/Dragkrok/Tonade rutor/360 kamera",441,2918,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EX90",839000,"Ultra 7-sätes Bower & wilkins Drag 22'",407,1856,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX40",514800,"M Ultra Black Edt (DRAG/360/PANO/H&K)",441,3296,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",459000,"R Plus Edt",251,2841,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",829900,"Ultra 7-sätes Dragkrok helautomatisk",407,1756,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX40",469900,"R Plus Edt",251,2304,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",539900,"UltraBlackSE",441,1681,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",439900,"Core | Drag |",237,1707,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EX40",459500,"�Single Motor Extended R Plus Edt. Backkamera, Drag, Navi, Adaptiv farthållare,",251,3083,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",849900,"Ultra 7sätes | 22' 5-Spoke Aero | Aktiv Chassi Luftfjädring |",516,4156,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",439000,"R Core SE/Tonade rutot/360 kamera",251,2431,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",529800,"M Ultra Black Edt",441,1939,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",469000,"Single Motor Extended R Plus Edt. Dragkrok.",251,2585,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EX40",519800,"Twin M Performance Ultra Black Edt Drag H/K 360-Kamera",441,2625,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",512800,"Ultra Drag PixelTech 360",441,2136,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",514000,"Twin Motor Performance Plus Edt",441,1532,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",495000,"Ultra",441,2429,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EC40",484000,"Ultra",251,1040,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",509800,"UltraBlackSE",441,2837,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",844900,"Ultra 7-Sits Luftfj Pano 360Kamera",407,1252,"Mulberry Red","El",TRUE,2025,"2026-05-10"
"EX40",529000,"Ultra SE",441,2086,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",514900,"Ultra HÖGSPEC (SELEKT)",251,3290,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",899100,"Twin Motor Performance Ultra 7sätes",516,2404,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX30",389100,"Plus Momsbil, Elstolar, 20', Tonade rutor",271,710,"Moss Yellow","El",TRUE,2025,"2026-05-10"
"EC40",489500,"⚪ M Ultra Black Edt, Klimatpaket, Parkeringskamera 360, HarmanKardon PremiumSoun",441,4445,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",514800,"M Ultra Black Edt Drag PixelTech",441,1927,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",479500,"M Ultra Black Edt",441,5452,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",449800,"Single Motor Extended R Plus Edt",251,2909,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EC40",499900,"Ultra",251,2201,"Fusion Red","El",TRUE,2025,"2026-05-10"
"EC40",489000,"M R Ultra Black Edt//360-kamera//",251,901,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",399300,"M R Plus Edition",271,1195,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",449800,"R Plus Edt",251,2969,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",529800,"M Ultra Black Edt",441,2818,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",499800,"Ultra",441,2554,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",489000,"Twin M Performance Ultra Black Edt//Dragkrok//",441,4448,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",534800,"UltraBlackSE",441,1376,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",399000,"Ultra",271,2778,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",469800,"R Plus Edt Drag 360-Kamera",251,841,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX90",864900,"EX90 Ultra, Twin Motor Performance, Eldriven, 7 Säten",516,1621,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",479900,"Ultra",251,1719,"Crystal White","El",TRUE,2025,"2026-05-10"
"EC40",478800,"M Ultra Black *V-hjul/360/HK*",441,3014,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",479900,"Ultra",441,3881,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",489000,"Ultra/Pixel Tech/HarmanKardon/360° kamera",441,2092,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EC40",484900,"Plus",441,2329,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",459000,"Ultra",251,5697,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",444900,"R Plus Edt",251,2595,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",479500,"M Ultra Black Edt",441,4556,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",509800,"UltraBlackSE Drag",441,3049,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",518900,"M Perform Ultra (SELEKT)",428,139,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",829000,"Twin Motor Performance Ultra / 6 sätes / Panoramaglastak / Dragkrok / 2.95% ränt",516,458,"Mulberry Red","El",TRUE,2025,"2026-05-10"
"EX30",429100,"M Ultra Edition",428,2105,"Crystal White","El",TRUE,2025,"2026-05-10"
"EC40",489300,"R Plus Edt",251,1600,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EC40",459900,"R Plus Edt",251,1382,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",479900,"R Plus Edt",251,2521,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",519800,"UltraBlackSE",441,2583,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",459500,"R Plus Edt",251,2566,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",368900,"M R Plus Edition",271,2046,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EX40",449900,"EX40 Plus, Single Motor Extended Range, Eldriven",251,2540,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",459000,"R Plus Edt//360Kamera//Drag//",251,2083,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",859900,"Ultra 7-sätes",407,4916,"Mulberry Red","El",TRUE,2025,"2026-05-10"
"EX90",834900,"EX90 Ultra, Twin Motor Performance, Eldriven, 7 Säten",516,309,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",484900,"Twin Motor Performance Plus Edt",441,2605,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",534800,"Twin Motor Performance UltraBlackSE",441,1197,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",459900,"Plus DRAG 2.95% Ränta",237,130,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",499500,"Ultra � OUTLET, Harman/Kardon, Panoramaglastak, Parkeringskamera 360, Tonade rut",441,4881,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",469900,"Ultra",251,2830,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",409500,"Core SE",251,5019,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",869500,"Twin Motor Performance Ultra 7sätes, Sommarkampanj Outlet, Pilot Assist, Dragkro",516,2708,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX90",899100,"Twin Motor Performance Ultra 7sätes",516,1689,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EC40",419500,"Core SE",251,3277,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX30",339900,"Core/Goggle maps",271,708,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EX40",434900,"R Core SE Selekt",251,3883,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",509000,"Ultra",441,3220,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",419500,"R Core SE",251,4193,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",439500,"�Single Plus. Backkamera, Navi, Adaptiv farthållare, Tonade rutor",251,2602,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX90",849000,"Twin Motor Performance Ultra 7sätes * OUTLET *",516,1040,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EC40",419000,"Core SE / 360 kamera / Tonade rutor /",251,4807,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",449500,"R Plus Edt",251,2159,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",864900,"Ultra 7sätes",516,601,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",539000,"Twin Motor Performance Ultra/ 360 Kamera/ Panoramaglastak/ Värmepump",441,1074,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",459500,"R Plus Edt | Dragkrok | 360 Kamera |",251,1551,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EC40",444900,"R Plus Edt//360Kamera//",251,4239,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EC40",539900,"ExtendedRange Ultra SE",251,530,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",529800,"Twin M Performance Ultra Black Edt",441,2266,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",559900,"EC40 Ultra, Single Motor Extended Range, Eldriven",251,545,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",479500,"M R Ultra Black Edt",251,1096,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",495000,"Ultra Black SE//Dragkrok//",441,3090,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",509500,"Plus Edt �, Parkeringskamera 360, Navigation, Tonade rutor, Dragkrok halvautomat",441,2000,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",439500,"R Plus Edt | Drag | 360° |",251,3346,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",444800,"R Plus Edt Drag 360-Kamera",251,3268,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",499500,"UltraBlackSE",441,2755,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",519600,"M Perform Ultra",428,1473,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",828800,"Ultra *V-Hjul/MOMS*",516,1979,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",479900,"Ultra",251,2618,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EC40",474900,"Plus//360-kamera//Drag//",441,2716,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",489900,"M R Ultra Black Edt",251,3260,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",489900,"M R Ultra Black Edt",251,3566,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",429000,"R Core SE//360-Kamera//",251,2652,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",429900,"Core SE//360-Kamera//Drag//",251,2327,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",424900,"R Core SE//Drag//360-kamera//",251,4530,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EC40",469900,"M R Plus Black Edt//360-Kamera//",251,3202,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",499000,"M Ultra Black Edt / Harman / 360 /",441,2003,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",429500,"R Core SE",251,4417,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX30",439900,"Ultra",428,515,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EX40",434500,"R Core SE",251,1989,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",434900,"R Core SE",251,3026,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",489800,"M Ultra Black Edt",441,5444,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",449000,"Single Motor Extended Range Ultra//Harman Kardon//",251,6471,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EX40",459500,"R Plus Edt | Drag | 360° |",251,2704,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",479500,"Twin Motor Performance Plus Edt |Dragkrok | 360 Kamera |",441,3414,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",969000,"Twin Motor Performance Ultra 6sätes. Demo.",516,646,"Denim Blue","El",TRUE,2025,"2026-05-10"
"EX30",519900,"M Perform Ultra, Tonade rutor, Panoramaglastak, Nybilsgaranti kvar",428,17,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",449500,"Single Motor Extended R Plus Edt | Drag | 360° |",251,2823,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",454900,"R Plus Edt//360Kamera//Drag//",251,2434,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",469500,"M Ultra Black Edt | Dragkrok |",441,5459,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",489000,"M R Ultra Black Edt//360-kamera//Glastak//",251,1453,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",469900,"Ultra",251,3532,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",444500,"R Plus Edt",251,2909,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",499500,"UltraBlackSE | Drag | Pixel Tech |",441,3650,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",439500,"Single Motor Extended R Plus Edt | Drag | 360° |",251,3379,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",449500,"R Plus Edt",251,2887,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",499800,"Ultra",441,4455,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX30",399900,"Plus",271,553,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",899800,"Ultra 7-sätes",407,1144,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX40",444500,"R Plus Edt | Drag | 360° |",251,2324,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",899000,"Twin Motor Performance Ultra 7sätes",516,1163,"Mulberry Red","El",TRUE,2025,"2026-05-10"
"EX40",449900,"Single Motor Extended R Plus Edt",251,2423,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EC40",469900,"Ultra",251,3377,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",439500,"Plus �, Navigation, Parkeringskamera bak, Elmanövrerad baklucka, Tonade rutor",251,1858,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",439500,"Plus �, Navigation, Parkeringskamera bak, Elmanövrerad baklucka, Tonade rutor",251,2768,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",459500,"M Ultra Black Edt | 360° kamera |",441,6988,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",839900,"Twin Motor Performance Ultra 7 sätes 0%RÄNTA FRI SERVICE*",516,342,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX30",429500,"Ultra, Sommarkampanj Outlet, Panoramaglastak, Parkeringskamera 360, Harman/Kardo",428,1383,"Crystal White","El",TRUE,2025,"2026-05-10"
"EC40",439900,"M R Plus Black Edt / Dragkrok / 360 kamera (SELEKT)",251,4376,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",499000,"M Ultra Black Edt / 360 / Panorama",441,1245,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",878500,"Performance Ultra 7sätes DEMOBIL",516,1470,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",529000,"Ultra Black / Dragkrok / Panoramaglas tak /",441,2107,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",469900,"Single Motor Extended Range Ultra",251,3101,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",859900,"Ultra 7sätes",516,2696,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",919600,"Twin Motor Performance Ultra 7sätes",516,506,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",479900,"R Plus Edt",251,3489,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",899900,"Ultra 6sätes",516,3412,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",499800,"Ultra",441,3326,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX90",879900,"Twin Motor Performance Ultra 7sätes",516,1450,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",889900,"Ultra 6sätes",516,1718,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX30",399900,"Ultra//Harman Kardon//",271,1291,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",449800,"R Plus Edt",251,2577,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",859900,"Ultra 7sätes, Navigation, Taklucka, Panoramaglastak ej öppnb",516,1191,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",449000,"R Plus Edt//360Kamera//Drag//",251,2928,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX30",314000,"Core",271,1719,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EX40",459900,"R Plus Edt",251,3210,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",454900,"Single Motor Extended R Plus Edt//360Kamera//Drag//",251,2360,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",849900,"EX90 Ultra, Twin Motor, Eldriven, 7 Säten",407,1820,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",859800,"Ultra 7sätes Demobil/HUD/Värmepump",516,2456,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",559900,"UltraBlackSE",441,1649,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",879900,"Ultra 6-sätes",407,305,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX40",439000,"Single Motor Extended R Core SE//360-Kamera//",251,1194,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",459500,"�Single R Plus Edt. Backkamera, Drag, Adaptiv farthållare, Navi, Tonade rutor",251,2591,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",434900,"Single Motor Extended R Core SE//360-kamera//",251,2495,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",459500,"M Plus Black Edt | 360° | Pixel Tech |",441,5186,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",419800,"R Core SE 360-Kamera",251,3865,"Fjord Blue","El",TRUE,2025,"2026-05-10"
"EX40",514900,"Ultra",441,1617,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX90",859900,"Ultra 7-sätes",407,3848,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EC40",479900,"R Plus Edt",251,1681,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX30",369000,"M R Plus Edition",271,1143,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",468500,"Plus Drag/Kamera",251,1478,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",518900,"M Perform Ultra | Pano | 360",428,411,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",489500,"M R Ultra Black Edt | Dragkrok | 360 Kamera |",251,1985,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",459500,"Plus",251,1402,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX90",879900,"Ultra 7sätes / Pilot / Bowers&Wilkins (SELEKT)",516,789,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX30",459900,"M Ultra Edition",428,1921,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",429500,"R Plus Edt | 360 Kamera | Google |",251,3270,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX90",864900,"Ultra 7sätes",516,1357,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",449000,"Single Motor Extended R Plus Edt//360Kamera//Drag//",251,2846,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",458500,"Plus",251,1175,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EX40",507800,"Ultra",251,1453,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",479900,"Single Motor Extended R Plus Edt",251,2714,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX30",359900,"Plus",271,893,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",479900,"M R Ultra Black Edt//360-kamera/",251,3756,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX30",369000,"M R Plus Edition",271,1390,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",459500,"Plus | Drag | Värmepump | Kamera |",251,982,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX40",459500,"Plus | Drag | Värmepump | Kamera |",251,1832,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",484800,"Ultra",441,3327,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EC40",454900,"R Plus Edt / Dragkrok (SELEKT)",251,2157,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EC40",484900,"Ultra Drag / 20' / Klimatpkt",251,5149,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX40",434900,"R Core SE Dragkrok (Selekt)",251,2244,"Crystal White","El",TRUE,2025,"2026-05-10"
"EC40",479500,"Ultra",441,3384,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX90",829500,"Twin Motor Performance Ultra 7sätes | Pilot Assist | Dragkrok | Bose |",516,1906,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EC40",439500,"Plus �, Navigation, Parkeringskamera bak, Elmanövrerad baklucka, Tonade rutor",251,2329,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX40",479000,"Ultra",251,1520,"Silver Dawn","El",TRUE,2025,"2026-05-10"
"EC40",475800,"M Ultra Black Edt",441,4350,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",409500,"R Core SE | 360 kamera | Google |",251,3199,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",819900,"Twin Motor Performance Ultra 7sätes",516,2350,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX30",399000,"Plus",271,369,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX90",849000,"Twin Motor Performance Ultra 7sätes",516,920,"Vapour Grey","El",TRUE,2025,"2026-05-10"
"EX90",899000,"Twin Motor Performance Ultra 7sätes",516,2051,"Sand Dune","El",TRUE,2025,"2026-05-10"
"EX90",849000,"Twin Motor Performance Ultra 7sätes * OUTLET *",516,286,"Platinum Grey","El",TRUE,2025,"2026-05-10"
"EX30",369000,"M R Plus Edition",271,1800,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",529800,"M Ultra Black Edt",441,2597,"Onyx Black","El",TRUE,2025,"2026-05-10"
"EX40",484900,"R Plus Edt",251,1802,"Crystal White","El",TRUE,2025,"2026-05-10"
"EX30",339000,"Plus//Harman Kardon//Kamera//",271,719,"Cloud Blue","El",TRUE,2025,"2026-05-10"
"EC40",509900,"Ultra SE",441,1577,"Vapour Grey","El",TRUE,2025,"2026-05-10"
